,Tweet,Type
7081,Trump may pick Giuliani law partner for Bhararas old job  <link>   <link> ,1.0
7082,The Story Of Us Macoy nn <hashtag> ,0.0
7083,If being a mommy isnt your favorite part about your life wyd,0.0
7084,Unarmed naked teenager gunned down by  <hashtag>  cop  <hashtag>    <link>   <link> ,1.0
7085,Looking down from the clouds painted inside the dome of the US Capitol the founders are smiling and see the first hope in decades,0.0
7086,Look for me next month at  <username>   Ill be speaking on  <hashtag> 2Server  <link>   <hashtag>   <hashtag>   <username>   <username> ,0.0
7087,Girl Dies After Teen Crashes Into Car Police  <link>    <link>   <link> ,1.0
7088,Make sure the only pumpkin spiced item at your dinner is pumpkin pie  <hashtag> ,1.0
7089,Interesting read Creating content impact is crossfunctional  <link>  via  <username>  <link> ,0.0
7090,BREAKING 7 San Francisco 49ers Still Take the Knee as Ratings Nosedive  <link> ,1.0
7091,My  <hashtag>  for  <hashtag>  is Zayn Malik <username>  follow me please i love u435,0.0
7092,Yesssss This tweet is every <link> ,0.0
7093, <hashtag>  NOW  <link> ,1.0
7094, <hashtag>  I dont have it in my country   <hashtag> ,1.0
7095,fuck both of yall,0.0
7096,Work From Home Opportunities Helps to Make Extra Money   <link> ,1.0
7097,If you see James Comey today tell him to go fuck himself,1.0
7098,Super Bowl 50 commercials Watch and vote now   <hashtag> ,1.0
7099, <hashtag>  Go to a movieI went to have a lunch but in fact I went to a movie No one noticed,1.0
7100, <hashtag>  will sail submarine drones in  <hashtag>  to max ISR observation capexpands comm networks minimize risks  <link> ,1.0
7101,The Crisis  Google Books  <link> ,0.0
7102,Iraqi Army opens 2nd front to win back  <hashtag>  city from  <hashtag>    <link>   <link> ,1.0
7103,Alabama RB Ronnie Clark out for 2016 with torn Achilles tendon  <link>  reports   <hashtag> ,1.0
7104,Native Michigan woods author Jim Harrison dies at 78   <hashtag> ,1.0
7105,We do love a sexy selfie from this hunk  <username>  <link> ,0.0
7106,even though I just FaceTime you I just want the world to know its  <link> ,0.0
7107, Bomb threat targets GOP in Iowa but the presidential show must go on  <link>   <hashtag> ,1.0
7108, <hashtag>  Unsealing of Trump U Docs Opposed,1.0
7109, <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>   <link> ,1.0
7110,Housing developments traffic and communication dominate District 7 discussion  <link>   <link> ,1.0
7111,RT WALLSTREET_FAKE According to the media if your group is WHITE and protesting peaceful anyone can attack them REALLY  cspanwj realDona,1.0
7112,Dah terlambat bonWELCOME TO NEW YORK WOOOO  <link> ,0.0
7113,Surveillance Photos Police Seeking Even More ATV Riders  <link>   <link> ,1.0
7114,Renaming cities  <link> ,0.0
7115,If Black Lives Really Mattered  <hashtag>   <hashtag>   <link> ,1.0
7116,I DONT KNOW YOUR  <link> ,0.0
7117, <username>  congratulations to all the fantastic Medals for Excellence winners  <username>  <link> ,0.0
7118,Your clean  jerk looks like popping up on a surfboard Missing them that bad apparently,0.0
7119,Facebook updates News Feed to accommodate weak connections   <hashtag> ,1.0
7120,1st grade Ss in Mrs Jorgensons share videos on how to model fluency wthe class  <username>   <username>  <link> ,0.0
7121,WHAT THE FUCKING HELL IS THAT MINHYUK 몬스타엑스  <hashtag> _X 걸어  <link> ,0.0
7122,IM ON THE HIGHWAY TO HELL  <link> ,1.0
7123,It saddens me that  <hashtag>  is a country that plans only for now and closes her eyes to the future The future might be as close as tomorrow,0.0
7124,Obama Says Kenya Visit Is Down Payment on PostPresidential Era   <hashtag> ,1.0
7125,Recommended read on  <username>  Artificial intelligence in the classroom  <link> ,0.0
7126,Dunno what youre talking about Im just a mildmannered reporter  <link> ,0.0
7127,No matter how educated rich talented or famous you believe you are how you treat people is ultimately what will tell all,1.0
7128,Race issues election give relevance to LBJ biopic director   <hashtag> ,1.0
7129,TWEETS REPORT NOW 101 MILLION STAY STRONGER UNITED ADN  RETWEET NOW WITH BIG SMILE  <link> ,0.0
7130,If you are voting for HRC its bc you are ignorant or complicit to rampant sexism cronyism racism and high crimes for political gain,0.0
7131,thank you for your service,0.0
7132, <hashtag>  hang out in your pjs all day But its never OK to wear a onesie after age 13  <link> ,1.0
7133,Thanks to  <username>  for an excellent  <hashtag>  this afternoon all about using professional standards to support info literacy work,0.0
7134,Massive fire extinguished after engulfing furniture store in Temple City  <link>   <link> ,1.0
7135,Syrian army and Russian jets target rebel towns north of Homs   <hashtag>   <hashtag> ,1.0
7136,and there was none available and she expected me to call back again later  REALLY this customer service sucks,0.0
7137,Hackers Demonstrate Frightening Ability to Control a Jeep This Is Reality This is what everyone who think  <link> ,1.0
7138,why doesnt issun want to ride around on my back ,0.0
7139,No deffo notDont want my nose bitten off ,0.0
7140,Thank you  <username>  for sponsoring our Spring Event We are so grateful for your support  <link> ,0.0
7141,New Story  <hashtag>  lying abt his properties Lawyers trying to undervalue so Trump pays less taxes while Trump brags how much theyre worth,0.0
7142, <hashtag>  pull out first rather than bail out later  <link> ,1.0
7143, <hashtag>  invites only multiracial women to  <hashtag>  4 casting outrage ensues  <hashtag>   <link> ,1.0
7144,Valerie Jarrett  <username>  was our First Female President  American Thinker   <hashtag>  111    <link>     <link> ,1.0
7145,Donald Trump maintains lead but delegates may not stay loyal to him   <hashtag> ,1.0
7146,Albuquerque woman honored for being a foster grandparent for 20 years  <link>   <link> ,1.0
7147,I love reporting too,0.0
7148,Our community member lamar will talk about Lisk on the Blockchain Conference Kyiv <link>  via  <username> ,0.0
7149,NJ public unions defend mandatory dues challenged in US Supreme Court,1.0
7150,Coastal razor clam digs happening soon at Long Beach and Mocrocks and more digs offered later in May   <hashtag> ,1.0
7151,Theres always light on the other side of the tunnel Im living proof of it  <username>   <link>  <hashtag> ,0.0
7152,This was put out on my 21st birthday on April 1st I really think you gon like  <link> ,0.0
7153,Archived HedgeBz  Give ElonMusk 10000sqmi and hell power the entire USA with solarpower  <link> ,1.0
7154,Life is a journey There will always be another goal or challenge Enjoy where you are on the way to where youre going,0.0
7155,Whaattttt  <link> ,0.0
7156,Alternatives for an old gem Long long ago damn Im old I played Ragnarok online which was fun Now that St  <link> ,0.0
7157,Spending cuts fuel government contractor MA   <hashtag> ,1.0
7158,I actually look cute today,0.0
7159, <hashtag> Do Hindu lives matter anymoreIs there any outrage in  <link> ,0.0
7160,Chat live with Seahawks reporter Bob Condotta as Seattle prepares for wildcard playoff matchup with Minnesota Vikings   <hashtag> ,1.0
7161,Im excited to see what will happen to  <hashtag>  joint babysitting project Its gonna be  <link> ,0.0
7162,the Im isnt supposed to be there ignore me,0.0
7163,Lol I guess Im just different,0.0
7164,The unelected Social Justice Warriors are taking overThe Jon Gaunt Show <hashtag>  <link> ,0.0
7165,Happy birthday taeyang You the one that got me into Korean Music I thank you Have a good one  <link> ,0.0
7166,S Korean navy fires warning shots to repel N Korean boats  <link>   <hashtag> ,1.0
7167, <hashtag>  RT DavidBr48660606 Deplorable Dennis wanttruth  24s25 seconds ago More  24 million cash stuffed in buckets recovered at suspect ,1.0
7168,Senator Tim Scott Drops Most Epic Tweet of 2017 in Response to Racist Calling Him House N  <link> ,1.0
7169,RT mjs_fif Mobile Cook FIF04314 Location Central Fife Salary 14041  16838 per year closing date 22  <link> ,0.0
7170,Blackhawks Well Represented in World Championship Quarterfinals  <link>   <hashtag> ,1.0
7171,RT NobamaDotCom Dear Fellow Trump Supporters  YOU are responsible for who you march beside  If they use Nazi symbols or use racist slurs,1.0
7172,7 Brilliant Business Notebooks We Call Worthy  <link>  <link> ,0.0
7173,Tomorrow Amy Goodman and  <username>  will speak in Chicago on investigative journalism and their new  <link> ,0.0
7174,so if i like you enough to show you the real me you must be very special ,0.0
7175,michaelbeatty3 realDonaldTrump POTUS Do it on your birthday,1.0
7176,Thanks for all your support  <username>   <link> ,0.0
7177,Its going to be RELATIV  <link>  for it ISTIC,0.0
7178,The New Old Age Nursing Homes Are Starting to Supplant Hospitals as Focus of Basic Health Care   <hashtag> ,1.0
7179,When you cant agree on which movie to watch  <hashtag>  Own  <hashtag>  on Digital HD 110 Bluray amp DVD 117  <link>   <link> ,1.0
7180,Breitbart News Hires from The Hill RealClearPolitics in Latest Expansion  <link>   <link> ,1.0
7181,Not posting your significant other on social media doesnt mean you got something to hide,0.0
7182,i wont kissed by mina,0.0
7183,Leave in 6 days for  <hashtag> ,0.0
7184,Opera and Uptodown Giveaway  <link> ,0.0
7185,I hope it will happrn,0.0
7186, <username>  to present Sri Lankas  development plans to the most powerful countries in the world  <link> ,0.0
7187,Thai police say suspect in Bangkok bombing arrested   <hashtag> ,1.0
7188,Dont let the Holidays ruin your day Because this is the day that  <hashtag>  has made and we should rejoice and be glad in it,1.0
7189,Him its boys night outMe  Ok so what we finna get into <link> ,0.0
7190,humbly with your God Pray Knee battle In JESUS name God will,0.0
7191,Malcolm X was a husband amp father and FOI   free of the filth of fag lies  <link> ,1.0
7192,thank you so much that really means a lot to me,0.0
7193, <hashtag>  Favre says Lambeau return for Bears game right fit,1.0
7194, <username>  excuse me Where and when did I mention that I support Trump,1.0
7195, <username>  Lets get rid of all current politicians n have new elections Lets not drain the swamp lets flush the toilet bowl Trump admitted to grabbing private parts and threatened to sue his accusers Lets reopen that perverted history too All accusers come forward we will listen now,1.0
7196,About Julian Blackthorn  I truly love all of the characters from The Dark Artifices till now actually  <link> ,0.0
7197,Ordinary hell   <link> ,0.0
7198,The Return of the Starks,0.0
7199,For Whom the Tacobell Tolls  <hashtag> ,1.0
7200,Officer accidentally ODs firefighter says its a new time for emergency personnel  <link>   <link> ,1.0
7201,Can you identify this Casasola photo  <link>   <link> ,1.0
7202,tell  them   <link> ,0.0
7203,25 terrorists freed by UPA as goodwill gesture to Pakistan in 2010 Unbelievable <link> ,0.0
7204,West Side Alderman Blasts McCarthy For His 60 Minutes Comments  <link>   <link> ,1.0
7205, <hashtag>  what anxiety feels like,1.0
7206,SweepsFox I certainly dont hang with the wrong people  Cant be penis envy I give up on why me ,1.0
7207,Police say 4 firefighters called in false alarms for thrills  <link> ,0.0
7208, <hashtag>  for iOS gets full  <hashtag>  support   <link>   <hashtag> ,0.0
7209,Too many White people being killed by Black people White Reparations Its time Stop  <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag> ,1.0
7210, <username>  I wont watch anymore if Whoopi continues to belittle the death of 4 diplomats Disgusting to make fun of these heroes,0.0
7211,Alvin Gentry not happy with his players effort execution in 4th quarter Pelicans postgame reaction   <hashtag> ,1.0
7212,get out ya feelings  lol,0.0
7213,does the spectacles looks good on  <link> ,0.0
7214,Amanda Schull on 12Monkeys Her Reaction to the Season 2 Finale and More  <link>  via  <username> ,0.0
7215,So close to winning today  <hashtag>  deserves to win 우현아사랑해 <link> ,0.0
7216,BREAKING SHERIFF CLARKE RESIGNS   <link> ,1.0
7217,Agua Fria Monument Petroglyphs  <link>   <link> ,1.0
7218,Heres a great moment on MFF 2015 with a great friend that i miss a lot  <link> ,0.0
7219, <username>  is gorgeous as always  <hashtag>   <link> ,1.0
7220,Why Sanders Why TrumpHeres one big  <link> ,0.0
7221,Come to western Michigan All the benefits of the shitty weather yet not as good for the food Beer will blow you away though  <username> ,1.0
7222,Ethics commission proposal advances in New Mexico  <link>   <link> ,1.0
7223,RT  <username>  Saudi Muslims training in UK take time to rape woman just as several from Libya did <hashtag>   <link>  https,1.0
7224,Among young voters Obamas popularity may not transfer  <link>   <hashtag> ,1.0
7225,Former Missouri Secretary of State Jason Kander endorses Tishaura Jones for mayor  <link>   <link> ,1.0
7226,Miss cuddling with my bf,0.0
7227,How to take down your pride profile picture without looking like a jerk  <link>   <link> ,1.0
7228,You be careful buddyThere all gonna wanna poke your little bum and kiss your  <link> ,0.0
7229,FUN FACT It only took 17 yrs but the International Space Station has orbited Earth for the 100000th time NASA announced today,0.0
7230,Windowsmashing suspect still on the loose Repairs to cost around 200000  <link>   <link> ,1.0
7231, <username>   <username>  It wouldnt surprise me,1.0
7232, <hashtag>  RT alozrasT Blessed is the nation whose God is the Lord Psalm 3312 Lord we pray for Pres Trump our troops  <link> ,1.0
7233,thats ruthless,0.0
7234,BOOM Its your last change to get  <hashtag>   it doesnt matter where you are Keep tweeting HERE  <link>  39,0.0
7235,Somali militants overrun military base killing at least one   <hashtag> ,1.0
7236,Confederate Statues Debate Includes Loudoun Co Courthouse  <link>   <link> ,1.0
7237, <hashtag>  Dershowitz Slams Clueless Mad Max She Doesnt Know What Shes Talking About  <link>   <link> ,1.0
7238,Women Minorities and Persons with Disabilities in Science and Engineering report released  <link>   <link> ,1.0
7239,Sleeping in on weekends may help reduce diabetes risk   <hashtag> ,1.0
7240,This is the smartest advertising ever We were all fooled   <link> ,0.0
7241,South Korea prosecutors seek arrest of formerpresident Park Geunhye  <link>   <link> ,1.0
7242,Pentagon US killed senior Islamic State leader in Syria   <hashtag>   <hashtag> ,1.0
7243, <link>  Communities  COC But ya knowhistory,1.0
7244, <hashtag>   <username>  ft Future  Smoke Break   <link> ,1.0
7245,I liked a  <username>  video from  <username>   <link>  Pokémon Black  White Ultimate Randomizer Soul Link wHDvee  PokeMEN ,0.0
7246,Some  <hashtag>  Schrdingers cat is dead Some that its alive,1.0
7247, <hashtag>  NFL Source  Kaepernick Turned Down Work to Stay a Race Card Idol  <link>   <hashtag>   <link> ,1.0
7248, <hashtag>  isnt preparing  <hashtag>  for likely  <hashtag>  expansion  <link> ,1.0
7249,Register to vote in the EU referendum by 7 June  <link>  <link> ,0.0
7250,In a word a mans success depends on feminine support  Mariama Bâ So Long a Letter,0.0
7251,Watch Understanding the Syrian War using Maps on YouTube   <link> ,1.0
7252,Antitravel ban activists skeptical of reports that all detainees released  <link>   <link> ,1.0
7253, <hashtag>  Lawsuit Flint mayor diverted watercrisis money to political PAC,1.0
7254,ISRAEL PM NETANYAHU FIGHTS AGAINST  <hashtag>  TERROR  HE NEEDS OUR ASSISTANCE  PLEASE JOIN HIM IN THIS NOBLE FIGHT   <link> ,1.0
7255,Courtney Pauls 12Minute Resistance Band Workout  <link> ,1.0
7256,One more day closer to a friendless lonely death But feel free to keep calling only when you want something  <hashtag> ,1.0
7257,FIVE NIGHTS AT FREDDYS  <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>   <link> ,1.0
7258, <username>  fulfills promise he made to his mother in 2003 receives college degree  <link>  <link> ,0.0
7259,The fastest OT goal in  <username>  playoff history is the first of Sidney Crosbys career  <link> ,0.0
7260,Imagining Scarlett Johansson  <hashtag> 3Words,1.0
7261,Hillary doesnt need a stool She has so many friends They will help her during debates   <hashtag>   <link> ,1.0
7262, <username>  crazy Maxie Putin invaded Korea is a imbecile  <link> ,1.0
7263,done yerin,0.0
7264,lmfao,0.0
7265,Skip Fletcher king of Fletchers Corny Dogs has died  <link>   <link> ,1.0
7266,Suit Markham Cop Beat Disabled Man During Traffic Stop  <link> ,1.0
7267,Not a bad idea  New Convention Center roof may cause a shift in funds from the FedExForum   <link> ,0.0
7268,if you studied everthing is going to be well dont be afair,0.0
7269,Will the Saints finish the 2015 season strong in Atlanta Dat Chat podcast rewind   <hashtag> ,1.0
7270,Spotify Has 20 Million Paid Subscribers  <link> ,1.0
7271,wish me luck fam,0.0
7272,New WBUR poll suggests Elizabeth Warren may struggle in 2018  <link>   <link> ,1.0
7273,Mythill Grim  Crestfallen OfficialVideo  <link>   <link> ,0.0
7274,THE TRUMP EFFECT  ICE Agents Actually Feel Free to Do Their Jobs  <link>   <link> ,1.0
7275,Imagine if this were your reaction to a fictional TV  <link> ,0.0
7276,Im just trying to level up,0.0
7277,Why do people always believe the liberal polemic One wonders Fight back amp enlist at  <link>  Pat  <link> ,1.0
7278,RT W_C_Patriot  <hashtag>  Police Back  <hashtag>  BOTH Sides Came To City Looking For A Fight  <hashtag>    <hashtag>   <link> ,1.0
7279,Just PTO LOL blessers will be using this one now,0.0
7280,Happy birthday Hope its a great one   <username> ,0.0
7281,Solano County man catches gigantic catfish may break world record  <link>   <link> ,1.0
7282,Hundreds protest in Bangkok urging junta to respect land rights   <hashtag>   <hashtag> ,1.0
7283,if there was anyone saying heshes you id tell them to tweet something from your acc to prove it,0.0
7284,160511 FLY IN BKK Press Conference  <hashtag>  잭슨 <link> ,0.0
7285,Air Force ones with shorts  <hashtag> ,1.0
7286,NO MERCY Jooheon   <link> ,0.0
7287, <username>   <username>   <username>   <link> ,1.0
7288, <hashtag>  My wedding day but the wife insists we celebrate it on the same date every year,1.0
7289,Mondays front pages in NE Ohio and San Fran newspapers  <link>   <link> ,1.0
7290,Guide to Watching Holiday Bowl Parade From Waterfront Park  <link>   <link> ,1.0
7291,Editorial Roundup Recent editorials in Oklahoma newspapers  <link> ,1.0
7292,West Virginia mother charged with attempting to sell 3monthold baby  <link> ,1.0
7293,VTG USFS Firefighter Head Lamp in Box Forester  <link>  <link> ,0.0
7294,Right  <link> ,1.0
7295,Employees reportedly opened mail containing racially offensive object last month  <link> ,1.0
7296, <username>   <username>   <username>   <username>   <username>  UR Rhetoric SucksHere isgift   <hashtag>   <link> ,1.0
7297,APCll take over Ebonyi in 2019  SoutheastAPC  <link>  <link> ,0.0
7298,PHOTOS  Chapman mens lacrosse wins national title  <link> ,0.0
7299,The  <username>  were busy this offseason building their defense <username>  sees massive  <link> ,0.0
7300, <hashtag>  Colonial says gasoline line safely restarted after leak,1.0
7301,King County Council puts comprehensive childrens health program to the voters   <hashtag> ,1.0
7302,Local London Native Speaks On Recent England Attacks  <link>   <link> ,1.0
7303, <hashtag>   Jazzy song By Petula Beckles called Wherever Jesus Leads Me  <hashtag>   <hashtag>  gt  <link>   <link> ,1.0
7304,Tell her if she kills herself to record it  do a flip   <link> ,1.0
7305,Gear Top 5 New Coolers for 2016   <link>    <hashtag>   <hashtag>   <link> ,0.0
7306,USA New York Citys Elevated Railroads  <hashtag>   <link> ,0.0
7307,my body hurts,0.0
7308,Lol if I fart inside this sauna these dudes gonna be real upset,0.0
7309,Theres honestly no reason I need to be at school  <link> ,0.0
7310,Chuck Schumer wants to know what  <username>  talked about with the Russians Their grandkids  <hashtag>   <hashtag>   <link> ,1.0
7311,No its meant to insult me and distract   <link> ,0.0
7312, <hashtag>  hopes Trump doesnt win election  Hes scared  <hashtag> 2016 will STOP jihadist invasion from  <hashtag>   <link> ,1.0
7313,Amazing that Crooked Hillary can do a hit ad on me concerning women when her husband was the WORST abuser of woman in US political history,0.0
7314, <hashtag>  RT ChooseToBFree psalm2607 BOTH parties have been hijacked In 2018  <hashtag>  We The People WILL make it happen  <hashtag>  ,1.0
7315, <hashtag>  2015 Serena Williams wins title to complete Serena Slam ,1.0
7316,I meant FB will tell ya tomorrow,0.0
7317,Sounds of Nature Soothing  <hashtag>   <hashtag>  and calming new age sounds read on my  <link> ,0.0
7318, <hashtag>  may drop the name of Woodrow Wilson after student demonstrators called him a racist  <link> ,1.0
7319,dude has done more for all kinds of music in richmond than just about anybody its a shame tht he did something to fck up an awesome rep,1.0
7320,Health Wealth  Prosperity to All,0.0
7321,Good luck on developing  <hashtag>   <link> ,0.0
7322,cant really see heyneke is going to be the answer  <hashtag>  short term,0.0
7323,Berlin I will see you all on Dec 7th so bring you friends because the world is insane  we need to laugh  <hashtag>   <link> ,1.0
7324,Search intent signals aligning organic  paid search strategy Columnist Jim Yu explains how understanding s  <link> ,0.0
7325, <hashtag>  doing things Especially nothings Nothings are my favorite,1.0
7326,Mass shooting occurs even in   <hashtag>   so people is the problem not guns  <hashtag> 4California,1.0
7327, <hashtag>  Breaking Senate Blocks President Trump  <link>   <hashtag>   <link> ,1.0
7328,Cernovich Obama admin used Soviet style spying methods on Americans leaked info to fake news media Now you see why they are paranoid ,1.0
7329,When you hear someone say your name in another  <link> ,0.0
7330,Hillary and MSM use communist Alinksys persuasion tactics while 10s of millions of brainwashed souls cheer them on   <hashtag> 16  <hashtag> ,1.0
7331,So much talent   <link> ,1.0
7332,Eerm okay  <link> ,1.0
7333,we need Internet policies that benefit people not corporations Read about broadband in W Mass  <link>   <username> ,0.0
7334, <hashtag>  RT TrumpedYou22 This is what POTUS refers to when he said hate on both sides  <hashtag>  media report the news CNN MSNBC ,1.0
7335,Chicken Bacon Ranch  <link> ,0.0
7336, <username>   <username>   <username>   <username>   <username>   <username>  Im so pumped for game 1 all effort all game all series boys,0.0
7337,aaww she so would,0.0
7338, <username>  have Votto now probably going down in rating Buy Rizzo from Captain store or something else,0.0
7339,Some key terms in Britain election campaign   <hashtag> ,1.0
7340,Support from donors like you provided 10000000 meals in 2016 Here is how you can help  <username>  in 2017  <link>   <link> ,1.0
7341,Biology exam went better than I expected,0.0
7342, <hashtag>   Tom and Jerry is always fighting with red hot chill pepers,1.0
7343,yf1 Get and compare carinsurance  quotes for free at  <link>    <hashtag> ,1.0
7344, <username>  Im doing research into the best of NJ HS Baseball players do you know your career HS stats or know who keeps them,0.0
7345,Vote for Aiden Silvers  Port Saint Lucie FL in the 2016 National Mobility Awareness Month  <link> ,0.0
7346,BREAKING  Trump Supporters React to Bodyslamming CNN Viral Video  <link>   <link> ,1.0
7347,Big Ben through barbed wire WWII London  <link> ,1.0
7348,Russia talks taking place on including Aleppo in Syrias regime of calm  agencies   <hashtag> ,1.0
7349,Music Video  <username> ign  Zaddy  <link>   <hashtag>  AVAILABLE  HERE   <link> ,1.0
7350,Great traditonal pubs and restaurants in  <hashtag>  and  <hashtag>  with  <username>   <link>  <link> ,0.0
7351,Philippine revenge drama wins Venice Film Festivals top prize   <hashtag> ,1.0
7352, <hashtag>  We will use refugee crisis to infiltrate West 4000 covert terrorists already in place awaiting orders  <link> ,1.0
7353,Utu in Kiswahili and Botho in Setswana means Respect Kindness and Friendliness This is a Universal African Value in all the countries,0.0
7354,ITS OUT   <link>   <link> ,0.0
7355,Camels possess all their weapons for regionals   <hashtag> ,1.0
7356,on a scale of window licking to padded helmet how retarded is he but  ye babe love it,0.0
7357,How to make my day  <link> ,0.0
7358,You know when I told him it was beautiful there out of the clear blue sky he says theres nothing to rent,0.0
7359,US mens national team defeats Jamaica to win CONCACAF Gold Cup  <link>   <link> ,1.0
7360, <hashtag>  MargaretSteib janetshoemake Marizellell roosterpisces Charlie2749 azredhen yrwol7 WmScottBlair Tierrah46 Hiya Doods driver Margs  <hashtag> ,1.0
7361,Saddam Hussein the fifth President of Iraq after being captured 12 Dec 2003  <link> ,1.0
7362, <hashtag>  my feminist girlfriend,1.0
7363, <username>  OREGON votes today Go vote for  <username>  and kick it BIG TIME  <link> ,0.0
7364,Taking a chance today  <link> ,0.0
7365,To the boy I always forgive after all his lies  <link> ,0.0
7366,The Dudley Boyz appearing on  <hashtag>  Ride Along  <username>  on  <username> s injury  <link>  <link> ,0.0
7367,Son dad mom all arrested in aftermath of Utah kidnap case  <link>   <hashtag> ,1.0
7368,Rikers Island inmates best Columbia University students in debate  <link>  <link> ,0.0
7369,you got my shirt all wet,0.0
7370,Black kids not being able to be kids   <hashtag>   <hashtag> ,1.0
7371,Flood Insurance Finally Here  via NAR   <link>   <hashtag>   <hashtag>   <link> ,0.0
7372,Police officer uses sign language to talk deaf teen off bridge   <hashtag> ,1.0
7373,I will push to expand freedom for all of our citizens I am going to lower your taxes substantially  <link> ,1.0
7374,Not letting the noise distract  <link>  say before the next phase of elevation the pace speeds  <link> ,1.0
7375,RT  <username>  Make it Into a Movie  <hashtag>   <username> ,1.0
7376,In spite of some clouds the combo of milder temps  less wind than yesterday makes it feel warmer  <hashtag> ,0.0
7377,Rick Pitino told  <username>  Chinanu Onuaku will have heart surgery today but will likely stay in the NBA Draft,0.0
7378,After Iowadebate John Kasich heads back to New Hampshire to stay until the primary  <hashtag>    <hashtag> ,1.0
7379,You know baeee mad when they reply like this  <link> ,1.0
7380,Lovelyz  Bookmark   <link> ,0.0
7381,Good thing weve got stability at QB Oh wait,0.0
7382,VR and 2016 The year virtual reality prepares us for the Internet of experiences via rFuturology  <link> ,0.0
7383,This man is still proud of murdering a child  <link> ,1.0
7384,RT  <username>  MT  <username>  Political Correctness kills  <hashtag>   <link>   <hashtag>   <hashtag> ,1.0
7385, <username>  the most beautiful thing of you is your personality Youve been a great influence to a lot of peopleMind following 40910,0.0
7386,ty 4 ur art,0.0
7387,Lets go  <hashtag>  You can win an Outfitter XXL Camp Cot from  <username>   <link> ,0.0
7388,Samarco makes emergency repairs to dams at risk as rain sets in   <hashtag> ,1.0
7389,Or his new one  <link> ,0.0
7390,BREAKING Sky Sources Jose Mourinho told that  <username>  managers job is his if Louis Van Gaal leaves this summer  <hashtag> ,0.0
7391,Ryan Trump asked me to chair the Republican convention  <link>   <link> ,1.0
7392,Now Playing 1063 Mobile Radio Atlanta GA  Rockin with the Best gt  <link> ,1.0
7393,Lincoln man sentenced for attacking roommate with hatchet  <link> ,1.0
7394,California enacts highest statewide minimum wage   <hashtag> ,1.0
7395,NJ Supreme Court reverses parole for man who kileld trooper in 1973,1.0
7396,Just want to apologize as my Instagram and Facebook were hacked tonight and its really frustrating But I love you all so much,0.0
7397, <hashtag>  Ku Klux Klan plans proConfederate flag rally in South Carolina,1.0
7398,Before you open your mouth make sure you have a mind to back up all the things you say,1.0
7399,Yessssssssss   we need 10000 more  <link>   <link> ,1.0
7400,Your blog,0.0
7401,Met Kurdish MP  <username>  today Very concering reports of human rights abuses in Cizre  <link>  <link> ,0.0
7402,My magazine  <hashtag>  Just dug this out May 1977 the wonderful Glenda  <link> ,0.0
7403, <hashtag>  Banner plane crashes in western Broward County   <hashtag> ,1.0
7404,BREAKING Congress Seeks to Strip NFL Funding  <link> ,1.0
7405,I will be jealous my bed so good hands doesnt stop being sick so,0.0
7406, <hashtag>  just lose a few emails  <link> ,1.0
7407,Multiple sources tell  <username>  Billionaire investor Ross said to be Commerce pick  <link> ,1.0
7408, <username>  and  <username>  are live Today  <username>   <username>  and  <hashtag>   <link> ,0.0
7409,Remember when Republicans thought Hillary catching pneumonia was the October surprise  lol good times,1.0
7410, <hashtag>  RT RinoRooter mitchellvii 10 Dems 5 RINOS that should be replaced with pro Trump senators in 2018 so he can pass his agenda YOU ,1.0
7411, <hashtag>  XFiles shatters records   <link>   <hashtag> ,1.0
7412,Thank you  <username>   <username>  Just thank you  <hashtag>   <hashtag>   <hashtag>   <hashtag>   <link> ,0.0
7413,Excited 2 b  <username>  2 welcome as a TU demo site Congrats on this super accomplishment  <username>   <username>   <username> ,0.0
7414,Ancient Butchering Site in Florida Assistant Professor Jessi Halligan with recovered bones and stone tools f  <link> ,0.0
7415,Yang on retweet,0.0
7416,Hell tho cuz its gone be some if my husband comes for they ass lol  <link> ,1.0
7417,TRAITOR This GOP Governor Just Declared his State a SANCTUARY CITY  <link>   <link> ,1.0
7418, <username>  great thread and something we forgetthe work doesnt end at our votes we need to hold our elected officials  accountable,1.0
7419,When The Data Bubble Bursts Companies Will Have To Actually Sell Things Again  <link> ,0.0
7420,yeah thats reasonable,0.0
7421,to com fome ,0.0
7422,Thanks  <username>  for following the Black Expo America,1.0
7423,Why this excon set up a campaign office for Trump  <link>   <link> ,1.0
7424,We steal the lives of these kids We kill them  <link> ,1.0
7425,Forgot to change setting That was a RUN,1.0
7426, <hashtag>  we the cat started drinking with us  <link> ,1.0
7427,RT Jarhead44 All the emojis in your bio makes me feel like theres confetti falling from the sky,1.0
7428, <hashtag>  LOL  Mad Max Has a BRAND NEW Plan to IMPEACH TRUMP  <link>   <hashtag>   <link> ,1.0
7429,Trump White House sees deep state behind leaks opposition  <link>   <link> ,1.0
7430,Fried chicken <link> ,0.0
7431,will collapse in about 34 months  But I guess it will be worth it,0.0
7432,RT  <username>  MT  <username>   <hashtag>  knows  <hashtag>  has staunchly defended their principles,1.0
7433,Does ANYONE see these subliminal messages in Coldplays performance  <hashtag> ,1.0
7434,I was born with hair but it was so blonde you couldnt see it against my skin,0.0
